sep=,
"Nombre","Saldo actual","Cuentas","Transferencias","Descripción","Beneficiario","Categoría","Fecha","Hora","Memoria","Importe","Moneda","Número de cheque","Etiquetas","Saldo"
"Roboadvisor","4595,19","EUR","","","","","","","","","","","",""
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","21/08/2023","20:41","","-24,22","EUR","","Pablo; ","1429,12"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","14/08/2023","15:47","","-13,19","EUR","","Pablo; ","1453,34"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","08/08/2023","10:00","","50,00","EUR","","Pablo; ","1466,53"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","06/08/2023","11:24","","-19,41","EUR","","Pablo; ","1416,53"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","31/07/2023","20:13","","3,90","EUR","","Pablo; ","1435,94"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","31/07/2023","6:51","","0,07","EUR","","Pablo; ","1432,04"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","29/07/2023","11:41","","21,05","EUR","","Pablo; ","1431,97"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","25/07/2023","17:21","","50,00","EUR","","Pablo; ","1410,92"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","23/07/2023","6:03","","8,16","EUR","","Pablo; ","1360,92"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","16/07/2023","11:12","","2,74","EUR","","Pablo; ","1352,76"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","11/07/2023","6:34","","50,00","EUR","","Pablo; ","1350,02"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","09/07/2023","18:58","","-14,78","EUR","","Pablo; ","1300,02"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","02/07/2023","20:54","","-0,42","EUR","","Pablo; ","1314,80"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","30/06/2023","7:59","","7,13","EUR","","Pablo; ","1315,22"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","27/06/2023","20:09","","50,00","EUR","","Pablo; ","1308,09"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","25/06/2023","9:04","","-0,88","EUR","","Pablo; ","1258,09"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","18/06/2023","9:24","","3,14","EUR","","Pablo; ","1258,97"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","14/06/2023","11:32","","50,00","EUR","","Pablo; ","1255,83"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","11/06/2023","22:40","","-5,91","EUR","","Pablo; ","1205,83"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","04/06/2023","18:17","","0,79","EUR","","Pablo; ","1211,74"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","31/05/2023","18:51","","14,56","EUR","","Pablo; ","1210,95"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","30/05/2023","18:49","","50,00","EUR","","Pablo; ","1196,39"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","28/05/2023","17:25","","-4,16","EUR","","Pablo; ","1146,39"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","21/05/2023","13:26","","-13,88","EUR","","Pablo; ","1150,55"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","17/05/2023","20:07","","50,00","EUR","","Pablo; ","1164,43"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","14/05/2023","21:55","","2,07","EUR","","Pablo; ","1114,43"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","07/05/2023","11:29","","7,99","EUR","","Pablo; ","1112,36"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","01/05/2023","14:00","","50,00","EUR","","Pablo; ","1104,37"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","30/04/2023","14:54","","-1,61","EUR","","Pablo; ","1054,37"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","23/04/2023","19:41","","-3,45","EUR","","Pablo; ","1055,98"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","17/04/2023","22:14","","50,00","EUR","","Pablo; ","1059,43"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","16/04/2023","17:16","","-8,13","EUR","","Pablo; ","1009,43"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","09/04/2023","13:40","","6,93","EUR","","Pablo; ","1017,56"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","04/04/2023","9:06","","6,29","EUR","","Pablo; ","1010,63"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","03/04/2023","17:58","","50,00","EUR","","Pablo; ","1004,34"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","31/03/2023","20:18","","-6,68","EUR","","Pablo; ","954,34"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","26/03/2023","19:47","","6,97","EUR","","Pablo; ","961,02"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","20/03/2023","19:51","","50,00","EUR","","Pablo; ","954,05"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","19/03/2023","12:00","","12,38","EUR","","Pablo; ","904,05"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","12/03/2023","18:08","","-7,01","EUR","","Pablo; ","891,67"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","06/03/2023","21:38","","50,00","EUR","","Pablo; ","898,68"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","05/03/2023","18:35","","-0,33","EUR","","Pablo; ","848,68"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","28/02/2023","21:44","","-5,39","EUR","","Pablo; ","849,01"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","27/02/2023","20:03","","50,00","EUR","","Pablo; ","854,40"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","26/02/2023","9:35","","-8,88","EUR","","Pablo; ","804,40"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","20/02/2023","14:37","","50,00","EUR","","Pablo; ","813,28"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","19/02/2023","9:43","","2,92","EUR","","Pablo; ","763,28"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","13/02/2023","20:04","","50,00","EUR","","Pablo; ","760,36"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","12/02/2023","12:04","","-2,70","EUR","","Pablo; ","710,36"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","06/02/2023","21:41","","50,00","EUR","","Pablo; ","713,06"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","05/02/2023","14:52","","8,30","EUR","","Pablo; ","663,06"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","30/01/2023","19:00","","50,00","EUR","","Pablo; ","654,76"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","29/01/2023","10:25","","0,37","EUR","","Pablo; ","604,76"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","23/01/2023","16:21","","50,00","EUR","","Pablo; ","604,39"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","22/01/2023","14:12","","-0,60","EUR","","Pablo; ","554,39"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","16/01/2023","22:01","","50,00","EUR","","Pablo; ","554,99"
"","","Roboadvisor","","Roboadvisor","","Pasivos > Activos financieros > Roboadvisor","15/01/2023","16:14","","11,37","EUR","","Pablo; ","504,99"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","15/01/2023","11:55","","50,00","EUR","","Pablo; ","493,62"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","12/01/2023","23:15","","50,00","EUR","","Pablo; ","443,62"
"","","Roboadvisor","","Fondos","","Pasivos > Activos financieros > Roboadvisor","31/12/2022","19:07","","-10,87","EUR","","","393,62"
"","","Roboadvisor","","Fondos","","Pasivos > Activos financieros > Roboadvisor","30/11/2022","19:07","","0,97","EUR","","","404,49"
"","","Roboadvisor","","Fondos","","Inversiones Ingresos > Roboadvisor","03/11/2022","18:45","","403,52","EUR","","Pablo; ","403,52"
"MSCI World","201,23","EUR","","","","","","","","","","","",""
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","11/05/2025","11:38","","3,37","EUR","","Pablo; ","201,23"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","09/05/2025","18:45","","15,00","EUR","","Pablo; ","197,86"
"","","MSCI World","","Cashback","","Pasivos > Activos financieros > Cashback","02/05/2025","19:51","","4,72","EUR","","Pablo; ","182,86"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","02/05/2025","19:51","","15,00","EUR","","Pablo; ","178,14"
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","30/04/2025","23:48","","8,16","EUR","","Pablo; ","163,14"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","23/04/2025","16:17","","15,00","EUR","","Pablo; ","154,98"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","16/04/2025","9:20","","15,00","EUR","","Pablo; ","139,98"
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","13/04/2025","22:37","","-9,18","EUR","","Pablo; ","124,98"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","09/04/2025","22:20","","15,00","EUR","","Pablo; ","134,16"
"","","MSCI World","","Cashback","","Pasivos > Activos financieros > Cashback","02/04/2025","18:21","","11,98","EUR","","Pablo; ","119,16"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","02/04/2025","18:21","","15,00","EUR","","Pablo; ","107,18"
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","30/03/2025","13:58","","-2,38","EUR","","Pablo; ","92,18"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","24/03/2025","19:55","","15,00","EUR","","Pablo; ","94,56"
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","23/03/2025","8:15","","1,12","EUR","","Pablo; ","79,56"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","17/03/2025","19:15","","15,00","EUR","","Pablo; ","78,44"
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","15/03/2025","22:58","","-1,25","EUR","","Pablo; ","63,44"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","10/03/2025","22:53","","15,00","EUR","","Pablo; ","64,69"
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","08/03/2025","21:18","","-2,51","EUR","","Pablo; ","49,69"
"","","MSCI World","","Cashback","","Pasivos > Activos financieros > Cashback","03/03/2025","21:16","","7,86","EUR","","Pablo; ","52,20"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","03/03/2025","17:50","","15,00","EUR","","Pablo; ","44,34"
"","","MSCI World","","Fondos","","Pasivos > Activos financieros > Fondos","28/02/2025","8:17","","-0,66","EUR","","Pablo; ","29,34"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","24/02/2025","8:14","","15,00","EUR","","Pablo; ","30,00"
"","","MSCI World","","Fondos","","Inversiones Ingresos > Fondos","18/02/2025","10:16","","15,00","EUR","","Pablo; ","15,00"
"Plan De Pensiones","4695,03","EUR","","","","","","","","","","","",""
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","11/05/2025","11:39","","89,63","EUR","","Pablo; ","4695,03"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","07/05/2025","10:19","","30,00","EUR","","Pablo; ","4605,40"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","30/04/2025","22:58","","154,66","EUR","","Pablo; ","4575,40"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","29/04/2025","16:59","","30,00","EUR","","Pablo; ","4420,74"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","24/04/2025","19:28","","30,00","EUR","","Pablo; ","4390,74"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","17/04/2025","8:55","","30,00","EUR","","Pablo; ","4360,74"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","13/04/2025","22:37","","-542,39","EUR","","Pablo; ","4330,74"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","09/04/2025","20:19","","30,00","EUR","","Pablo; ","4873,13"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","01/04/2025","18:56","","30,00","EUR","","Pablo; ","4843,13"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","30/03/2025","13:43","","53,59","EUR","","Pablo; ","4813,13"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","26/03/2025","13:41","","30,00","EUR","","Pablo; ","4759,54"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","23/03/2025","8:15","","116,01","EUR","","Pablo; ","4729,54"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","19/03/2025","10:32","","30,00","EUR","","Pablo; ","4613,53"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","15/03/2025","22:51","","-228,92","EUR","","Pablo; ","4583,53"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","10/03/2025","18:25","","30,00","EUR","","Pablo; ","4812,45"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","08/03/2025","20:57","","-343,38","EUR","","Pablo; ","4782,45"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","04/03/2025","18:37","","30,00","EUR","","Pablo; ","5125,83"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","28/02/2025","8:28","","-3,89","EUR","","Pablo; ","5095,83"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","25/02/2025","23:03","","30,00","EUR","","Pablo; ","5099,72"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","18/02/2025","13:04","","30,00","EUR","","Pablo; ","5069,72"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","15/02/2025","0:37","","0,13","EUR","","Pablo; ","5039,72"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","11/02/2025","11:21","","30,00","EUR","","Pablo; ","5039,59"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","04/02/2025","16:29","","30,00","EUR","","Pablo; ","5009,59"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","31/01/2025","20:48","","-0,05","EUR","","Pablo; ","4979,59"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","28/01/2025","12:47","","30,00","EUR","","Pablo; ","4979,64"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","26/01/2025","21:14","","0,88","EUR","","Pablo; ","4949,64"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","18/01/2025","10:22","","0,43","EUR","","Pablo; ","4948,76"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","14/01/2025","7:17","","30,00","EUR","","Pablo; ","4948,33"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","12/01/2025","10:52","","-15,55","EUR","","Pablo; ","4918,33"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","07/01/2025","17:29","","30,00","EUR","","Pablo; ","4933,88"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","05/01/2025","9:45","","15,51","EUR","","Pablo; ","4903,88"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","28/12/2024","19:31","","1,90","EUR","","Pablo; ","4888,37"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","22/12/2024","21:38","","-49,17","EUR","","Pablo; ","4886,47"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","15/12/2024","16:12","","2,23","EUR","","Pablo; ","4935,64"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","09/12/2024","17:54","","24,49","EUR","","Pablo; ","4933,41"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","05/12/2024","15:05","","30,00","EUR","","Pablo; ","4908,92"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","02/12/2024","17:52","","36,43","EUR","","Pablo; ","4878,92"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","27/11/2024","23:31","","30,00","EUR","","Pablo; ","4842,49"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","24/11/2024","19:35","","9,82","EUR","","Pablo; ","4812,49"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","19/11/2024","17:48","","30,00","EUR","","Pablo; ","4802,67"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","17/11/2024","20:08","","17,39","EUR","","Pablo; ","4772,67"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","12/11/2024","19:14","","30,00","EUR","","Pablo; ","4755,28"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","10/11/2024","22:15","","60,00","EUR","","Pablo; ","4725,28"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","09/11/2024","13:36","","23,03","EUR","","Pablo; ","4665,28"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","01/11/2024","18:02","","-24,59","EUR","","Pablo; ","4642,25"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","27/10/2024","19:22","","-15,70","EUR","","Pablo; ","4666,84"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","23/10/2024","19:21","","30,00","EUR","","Pablo; ","4682,54"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","19/10/2024","15:34","","29,57","EUR","","Pablo; ","4652,54"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","16/10/2024","19:31","","30,00","EUR","","Pablo; ","4622,97"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","12/10/2024","21:41","","-3,70","EUR","","Pablo; ","4592,97"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","09/10/2024","19:17","","30,00","EUR","","Pablo; ","4596,67"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","05/10/2024","15:08","","8,17","EUR","","Pablo; ","4566,67"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","02/10/2024","19:53","","30,00","EUR","","Pablo; ","4558,50"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","30/09/2024","19:07","","5,14","EUR","","Pablo; ","4528,50"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","28/09/2024","12:39","","24,06","EUR","","Pablo; ","4523,36"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","25/09/2024","22:03","","30,00","EUR","","Pablo; ","4499,30"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","21/09/2024","19:12","","15,75","EUR","","Pablo; ","4469,30"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","18/09/2024","23:07","","30,00","EUR","","Pablo; ","4453,55"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","14/09/2024","22:20","","11,84","EUR","","Pablo; ","4423,55"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","11/09/2024","22:17","","30,00","EUR","","Pablo; ","4411,71"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","06/09/2024","7:57","","30,00","EUR","","Pablo; ","4381,71"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","30/08/2024","17:45","","13,24","EUR","","Pablo; ","4351,71"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","28/08/2024","7:20","","30,00","EUR","","Pablo; ","4338,47"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","25/08/2024","10:46","","7,42","EUR","","Pablo; ","4308,47"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","22/08/2024","20:33","","30,00","EUR","","Pablo; ","4301,05"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","18/08/2024","9:56","","47,79","EUR","","Pablo; ","4271,05"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","14/08/2024","19:53","","30,00","EUR","","Pablo; ","4223,26"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","11/08/2024","21:41","","-56,44","EUR","","Pablo; ","4193,26"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","08/08/2024","23:12","","30,00","EUR","","Pablo; ","4249,70"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","04/08/2024","10:36","","-3,30","EUR","","Pablo; ","4219,70"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","31/07/2024","23:46","","27,90","EUR","","Pablo; ","4223,00"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","31/07/2024","23:41","","30,00","EUR","","Pablo; ","4195,10"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","27/07/2024","18:35","","-2,39","EUR","","Pablo; ","4165,10"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","24/07/2024","20:30","","30,00","EUR","","Pablo; ","4167,49"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","21/07/2024","14:07","","-2,64","EUR","","Pablo; ","4137,49"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","17/07/2024","19:58","","30,00","EUR","","Pablo; ","4140,13"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","11/07/2024","23:52","","30,00","EUR","","Pablo; ","4110,13"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","09/07/2024","23:00","","11,05","EUR","","Pablo; ","4080,13"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","04/07/2024","22:58","","30,00","EUR","","Pablo; ","4069,08"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","30/06/2024","12:06","","-5,98","EUR","","Pablo; ","4039,08"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","27/06/2024","7:47","","22,68","EUR","","Pablo; ","4045,06"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","26/06/2024","7:46","","30,00","EUR","","Pablo; ","4022,38"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","21/06/2024","7:45","","30,00","EUR","","Pablo; ","3992,38"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","16/06/2024","13:59","","20,27","EUR","","Pablo; ","3962,38"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","13/06/2024","7:38","","30,00","EUR","","Pablo; ","3942,11"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","09/06/2024","9:34","","31,21","EUR","","Pablo; ","3912,11"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","06/06/2024","20:12","","30,00","EUR","","Pablo; ","3880,90"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","31/05/2024","19:43","","-27,67","EUR","","Pablo; ","3850,90"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","30/05/2024","6:27","","30,00","EUR","","Pablo; ","3878,57"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","25/05/2024","22:36","","-9,38","EUR","","Pablo; ","3848,57"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","24/05/2024","22:33","","30,00","EUR","","Pablo; ","3857,95"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","18/05/2024","18:53","","22,45","EUR","","Pablo; ","3827,95"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","17/05/2024","18:52","","30,00","EUR","","Pablo; ","3805,50"
"","","Plan De Pensiones","","Plan De Pensiones","","Pasivos > Activos financieros > Plan De Pensiones","11/05/2024","7:16","","36,16","EUR","","Pablo; ","3775,50"
"","","Plan De Pensiones","","Plan Pensiones","","Inversiones Ingresos > Plan De Pensiones","09/05/2024","17:35","","90,00","EUR","","Pablo; ","3739,34"
